Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	8	20	7	15	15.9	NA	NA	"INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN"	4.358	96.494	33	6	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1997	9	26	0	33	12.2	NA	NA	"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.048	12.879	10	5.7	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1997	9	26	9	40	26.3	NA	NA	"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.084	12.812	10	6	10	14	1	NA	NA	100	2	4524.9	4	80000	4	NA	NA	14	1	NA	NA	100	2	4524.9	4	80000	4	NA	NA
	1997	9	28	1	38	28.6	NA	NA	"INDONESIA:  SULAWESI, PAREPARE"	-3.776	119.727	33	5.9	NA	20	1	NA	NA	300	3	1.1	2	650	3	NA	NA	20	1	NA	NA	300	3	1.1	2	650	3	NA	NA
	1997	9	30	6	27	24.7	3034	NA	JAPAN:  HONSHU:  S	31.959	141.878	10	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	10	14	9	53	18.1	2275	NA	TONGA ISLANDS	-22.101	-176.772	167	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	10	15	1	3	33.4	NA	NA	"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA"	-30.933	-71.22	58	7.1	NA	8	1	NA	NA	300	3	48	4	5000	4	15700	4	8	1	NA	NA	300	3	48	4	5000	4	15700	4
	1997	11	8	10	2	52.6	NA	NA	CHINA:  TIBET (XIZANG PROVINCE)	35.069	87.325	33	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	11	18	13	7	41.7	NA	NA	"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI"	37.57	20.656	33	6.6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	11	21	11	23	6.3	NA	NA	"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH"	22.212	92.702	54	6.1	NA	23	1	NA	NA	200	3	NA	1	1	1	NA	1	23	1	NA	NA	200	3	NA	1	1	1	NA	1
	1997	11	25	12	14	33.6	NA	NA	"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO"	1.241	122.536	24	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1997	12	5	11	26	54.6	2277	NA	"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK"	54.841	162.035	33	7.8	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1998	1	10	3	50	41.5	NA	NA	"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI"	41.083	114.5	30	5.7	8	70	2	NA	NA	11500	4	285.5	4	70000	4	NA	NA	70	2	NA	NA	11500	4	285.5	4	70000	4	NA	NA
	1998	1	10	8	20	5.7	NA	NA	"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA"	14.374	-91.473	33	6.6	NA	NA	NA	NA	NA	27	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	27	1	NA	1	NA	2	NA	1
	1998	2	3	3	2	0.2	NA	NA	"MEXICO:  OAXACA, SAN AGUSTIN, SAN FRANCISCO"	15.883	-96.298	33	6.3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1998	2	4	14	33	21.2	NA	NA	AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE	37.075	70.089	33	5.9	NA	2323	4	NA	NA	818	3	NA	4	8094	4	NA	NA	2323	4	NA	NA	818	3	NA	4	8094	4	NA	NA
	1998	2	20	12	18	6.2	NA	NA	"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR"	36.479	71.086	236	6.4	NA	1	1	NA	NA	11	1	NA	2	35	1	NA	NA	1	1	NA	NA	11	1	NA	2	35	1	NA	NA
	1998	3	14	19	40	27	NA	NA	"IRAN:  GOLBAF, BAFT, KERMAN"	30.154	57.605	9	6.6	NA	5	1	NA	NA	50	1	NA	3	2000	4	NA	NA	5	1	NA	NA	50	1	NA	3	2000	4	NA	NA
	1998	3	19	13	51	33.7	NA	NA	"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR"	39.977	76.731	33	5.6	NA	NA	NA	NA	NA	NA	NA	NA	1	400	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	400	3	NA	NA
	1998	3	25	3	12	25	2587	NA	BALLENY ISLANDS	-62.877	149.527	10	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1998	4	3	7	26	36.6	NA	NA	"ITALY:  CENTRAL:  GUALDO, TADINO-NOCERA UMBRA"	43.164	12.701	10	5.2	NA	NA	NA	NA	NA	NA	NA	NA	1	300	3	NA	NA	NA	NA	NA	NA	5	1	NA	1	300	3	NA	NA
	1998	4	10	15	0	53.1	NA	NA	"IRAN:  BIRJAND, GONABAD"	32.457	59.976	33	5.8	7	12	1	NA	NA	30	1	NA	2	600	3	NA	NA	12	1	NA	NA	30	1	NA	2	600	3	NA	NA
	1998	4	12	10	55	32.5	NA	NA	"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID"	46.245	13.652	10	5.7	8	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1998	5	3	23	30	21.9	2280	NA	TAIWAN	22.306	125.308	33	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1998	5	22	4	48	50.4	NA	NA	"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA"	-17.731	-65.431	24	6.6	NA	105	3	NA	NA	150	3	NA	3	NA	3	NA	NA	105	3	NA	NA	150	3	NA	3	NA	3	NA	NA
	1998	5	28	21	11	44.1	NA	NA	CHINA:  SOUTHERN XINJIANG	37.388	78.843	33	5.6	NA	NA	NA	NA	NA	28	1	NA	3	2000	4	NA	NA	NA	NA	NA	NA	28	1	NA	3	2000	4	NA	NA
	1998	5	30	6	22	28.9	NA	NA	"AFGHANISTAN:  BADAKHSHAN, TAKHAR"	37.106	70.11	33	6.6	NA	4700	4	NA	NA	NA	4	10	3	NA	4	NA	NA	4700	4	NA	NA	NA	4	10	3	NA	4	NA	NA
	1998	5	30	18	18	15	5742	NA	"SANRIKU, JAPAN"	39.027	143.441	33	6.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1998	6	27	13	55	52	NA	NA	"TURKEY:  ADANA, CEYHAN"	36.878	35.307	33	6.3	8	145	3	NA	NA	1500	4	550	4	1700	4	NA	NA	145	3	NA	NA	1500	4	550	4	1700	4	NA	NA
	1998	7	9	5	19	7.3	NA	NA	"AZORES:  FAIAL, PICO, TERCEIRA"	38.65	-28.626	10	6.2	NA	10	1	NA	NA	100	2	72	4	1500	4	NA	3	10	1	NA	NA	100	2	72	4	1500	4	NA	3
	1998	7	9	14	19	18.4	NA	NA	"ARMENIA-AZERBAIJAN-IRAN:  ASTARA, BILASUVAR, IMISLI"	38.717	48.507	26	6	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1998	7	17	4	51	14.7	NA	NA	"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG"	23.407	120.736	13	5.7	5	5	1	NA	NA	27	1	NA	1	NA	NA	NA	NA	5	1	NA	NA	27	1	NA	1	NA	NA	NA	NA
	1998	7	17	8	49	16.1	2281	NA	PAPUA NEW GUINEA:  SISSANO	-2.943	142.582	25	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1636	4	NA	NA	1000	3	NA	3	NA	3	NA	NA
	1998	8	4	18	59	20.1	NA	NA	"ECUADOR:  BAHIA DE CARAQUEZ, CANOA"	-0.593	-80.393	33	7.2	NA	3	1	NA	NA	40	1	NA	2	NA	NA	NA	3	3	1	NA	NA	40	1	NA	2	NA	NA	NA	2
	1998	8	27	9	3	36.6	NA	NA	CHINA:  SOUTHERN XINJIANG:  JIASHI	39.66	77.343	33	6.4	NA	3	1	NA	NA	7	1	NA	3	3600	4	18771	4	3	1	NA	NA	7	1	NA	3	3600	4	18771	4
	1998	9	28	13	34	30.4	NA	NA	"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR"	-8.194	112.413	152	6.6	NA	1	1	NA	NA	NA	NA	NA	1	38	1	62	2	1	1	NA	NA	NA	NA	NA	1	38	1	62	2
	1998	9	29	22	14	49.5	NA	NA	"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO"	44.209	20.08	10	5.5	8	1	1	NA	NA	17	1	NA	2	NA	3	NA	NA	1	1	NA	NA	17	1	NA	2	NA	3	NA	NA
	1998	9	30	23	42	54.2	NA	NA	"ALBANIA:  KUKES, PESHKOPI"	41.925	20.39	10	5.3	NA	NA	NA	NA	NA	NA	NA	NA	2	700	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	700	3	NA	NA
	1998	10	5	2	20	33.9	NA	NA	"IRAN:  WESTERN:  DARREH SHAHR, POL-E-DOKHTAR"	33.199	47.225	39	5.4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	100	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	100	2
	1998	11	13	13	1	10.5	NA	NA	IRAN:  SOUTHERN:  BIGHERD-KHONJ	27.791	53.608	33	5.4	NA	5	1	NA	NA	105	3	NA	2	NA	NA	850	3	5	1	NA	NA	105	3	NA	NA	NA	2	850	3
	1998	11	19	11	38	14.8	NA	NA	"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG"	27.308	101.029	33	5.6	NA	5	1	NA	NA	1543	4	70	4	12000	4	12000	4	5	1	NA	NA	1543	4	70	4	12000	4	NA	NA
	1998	11	29	14	10	31.9	2588	NA	"INDONESIA:  MANGOLE, MANADO, TALIABU"	-2.071	124.891	33	7.7	7	41	1	NA	NA	107	3	200	4	1000	3	NA	NA	41	1	NA	NA	107	3	200	4	1000	3	NA	NA
	1998	12	1	7	37	56.1	NA	NA	CHINA:  YUNNAN PROVINCE  SOUTHEASTERN	26.373	104.021	10	4.5	NA	NA	NA	NA	NA	84	2	22.6	3	21872	4	21872	4	NA	NA	NA	NA	84	2	22.6	3	21872	4	NA	NA
	1999	1	25	18	19	16.8	NA	NA	"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA"	4.461	-75.724	17	6.2	NA	1185	4	700	3	4750	4	1857.366	4	NA	4	NA	NA	1185	4	700	3	4750	4	1857.366	4	NA	4	NA	NA
	1999	2	1	23	57	52.9	NA	NA	"RUSSIA:  MAKHACHKALA, DAGESTAN"	42.962	46.954	33	3.2	3	NA	NA	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	1	NA	NA	NA	NA
	1999	2	2	13	45	16.8	NA	NA	"SPAIN:  MULA, PUEBLA DE MULA"	38.193	-1.566	10	4.8	7	NA	NA	NA	NA	20	1	44.004	4	NA	NA	NA	3	NA	NA	NA	NA	20	1	44.004	4	NA	NA	NA	3
	1999	2	11	14	8	51.6	NA	NA	"AFGHANISTAN:  LOWGAR, VARDAK, KABUL"	34.259	69.364	33	6	NA	70	2	NA	NA	500	3	NA	3	7000	4	7000	4	70	2	NA	NA	500	3	NA	3	7000	4	NA	NA
	1999	3	4	5	38	26.5	NA	NA	IRAN:  SOUTHERN:  KERMAN	28.343	57.193	33	6.6	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	517	3	1	1	NA	NA	NA	NA	NA	2	NA	NA	517	3
	1999	3	11	13	18	9.3	NA	NA	CHINA:  NE: ZHANGBEI COUNTY	41.131	114.658	33	5.1	NA	NA	NA	NA	NA	3	1	NA	2	200	3	NA	NA	NA	NA	NA	NA	3	1	NA	2	200	3	NA	NA
	1999	3	28	19	5	11	NA	NA	"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL"	30.512	79.403	15	6.6	8	100	2	NA	NA	394	3	70	4	21100	4	21100	4	100	2	NA	NA	394	3	NA	4	21100	4	NA	NA
	1999	4	3	6	17	18.3	NA	NA	"PERU:  CAMANA, AREQUIPA"	-16.66	-72.662	87	6.8	6	1	1	NA	NA	50	1	NA	2	NA	NA	300	2	1	1	NA	NA	50	1	NA	2	NA	NA	300	3
	1999	5	6	23	0	53.1	NA	NA	IRAN:  SOUTHERN:  FARS PROVINCE	29.501	51.88	33	6.2	8	26	1	NA	NA	100	2	NA	2	800	3	NA	NA	26	1	NA	NA	100	2	NA	2	800	3	NA	NA
	1999	6	4	9	12	50	NA	NA	"AZERBAIJAN:  AGDAS, UCAR, AGALI"	40.802	47.448	33	5.4	5	1	1	NA	NA	18	1	5	2	NA	NA	50	1	1	1	NA	NA	18	1	5	2	NA	NA	50	1
	1999	6	15	20	42	5.9	NA	NA	"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO"	18.386	-97.436	70	7	NA	20	1	NA	NA	200	3	226.8	4	NA	NA	2000	4	20	1	NA	NA	200	3	226.8	4	NA	NA	2000	4
	1999	6	21	17	43	4.5	NA	NA	MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO	18.324	-101.539	69	6.3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1300	4	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1300	4
	1999	7	11	14	14	16.5	NA	NA	GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W	15.782	-88.33	10	6.7	NA	2	1	NA	NA	40	1	NA	2	7	1	7	1	2	1	NA	NA	40	1	NA	2	7	1	4	1
	1999	7	22	10	42	11.7	NA	NA	"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR"	21.544	91.895	10	4.2	NA	6	1	NA	NA	200	3	NA	3	700	3	NA	NA	6	1	NA	NA	200	3	NA	3	700	3	NA	NA
	1999	8	17	0	1	39.1	2326	NA	"TURKEY:  ISTANBUL, KOCAELI, SAKARYA"	40.76	29.97	13	7.6	10	17118	4	NA	NA	50000	4	20000	4	NA	NA	73342	4	17118	4	NA	NA	50000	4	20000	4	NA	NA	73342	4
	1999	8	31	8	10	49.5	NA	NA	TURKEY:  IZMIT	40.711	29.949	10	5.2	NA	1	1	NA	NA	166	3	NA	1	NA	NA	NA	NA	1	1	NA	NA	166	3	NA	1	NA	NA	NA	NA
	1999	9	7	11	56	49.3	NA	NA	GREECE:  ATHENS	38.119	23.605	10	6	9	143	3	NA	NA	1600	4	4200	4	53000	4	NA	NA	143	3	NA	NA	1600	4	4200	4	53000	4	NA	NA
	1999	9	13	11	55	28.1	NA	NA	TURKEY:  ADAPAZARI-GOLUCK-KOCAELI	40.709	30.045	13	5.8	NA	7	1	NA	NA	422	3	NA	1	NA	NA	NA	NA	7	1	NA	NA	422	3	NA	1	NA	NA	NA	NA
	1999	9	20	17	47	18.4	NA	NA	"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG"	23.772	120.982	33	7.7	10	2297	4	NA	NA	8700	4	14000	4	8200	NA	82000	4	2297	4	NA	NA	8700	4	14000	4	NA	NA	82000	4
	1999	9	25	23	52	48.6	NA	NA	TAIWAN:  CENTRAL	23.738	121.158	17	6.5	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1999	9	30	16	31	15.6	NA	NA	MEXICO:  OAXACA	16.059	-96.931	61	7.5	8	35	1	NA	NA	215	3	164.8	4	NA	NA	2000	4	35	1	NA	NA	215	3	164.8	4	NA	NA	2000	4
	1999	10	16	9	46	44.1	NA	NA	"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS"	34.594	-116.271	NA	7.2	7	NA	NA	NA	NA	4	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	1	NA	NA	NA	NA
	1999	10	22	2	18	58.5	NA	NA	TAIWAN:  CHIA-I	23.445	120.506	33	5.9	6	1	1	NA	NA	254	3	0.786	1	15	1	NA	NA	1	1	NA	NA	254	3	0.786	1	15	1	NA	NA
	1999	10	31	13	27	42.4	NA	NA	"PERU:  CHUSCHI, CANGALLo, HUANCAPI"	-13.64	-74.43	62	4.4	NA	NA	NA	NA	NA	30	1	NA	3	210	3	1100	4	NA	NA	NA	NA	30	1	NA	3	210	3	1100	4
	1999	11	1	13	25	16.5	NA	NA	CHINA:  SHANXI:  NORTHEASTERN	39.899	113.983	10	5.3	NA	NA	NA	NA	NA	4	1	44	4	6000	4	NA	NA	NA	NA	NA	NA	4	1	44	4	6000	4	NA	NA
	1999	11	11	14	41	25.6	NA	NA	"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK"	40.744	30.266	22	5.7	NA	2	1	NA	NA	171	3	NA	NA	NA	NA	NA	NA	2	1	NA	NA	171	3	NA	NA	NA	NA	NA	NA
	1999	11	12	16	57	19.5	NA	NA	"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK"	40.758	31.161	10	7.2	9	894	3	NA	NA	4948	4	1000	4	NA	NA	NA	NA	894	3	NA	NA	4948	4	1000	4	NA	NA	NA	NA
	1999	11	24	16	40	21.2	NA	NA	CHINA:  YUNNAN PROVINCE:  CHENGJIANG	24.589	102.872	33	4.6	NA	1	1	NA	NA	5	1	NA	1	90	2	90	2	1	1	NA	NA	5	1	NA	1	90	2	NA	NA
	1999	11	26	4	27	24.7	NA	NA	IRAN:  GORGAN	36.92	54.9	33	5.3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	50	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	50	1
	1999	11	26	13	21	15.5	2339	NA	VANUATU ISLANDS:  PENTECOST	-16.423	168.214	33	7.5	NA	5	1	NA	NA	100	2	NA	2	NA	NA	NA	NA	10	1	NA	NA	100	2	NA	3	NA	3	NA	NA
	1999	11	29	4	10	40.9	NA	NA	CHINA:  NORTHEASTERN:  SANJIANFANG	40.459	122.889	10	5	NA	NA	NA	NA	NA	NA	NA	NA	1	160	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	160	3	NA	NA
	1999	12	3	17	6	54.7	NA	NA	"TURKEY:  GORESKEN, ERZURUM PROVINCE"	40.358	42.346	19	5.7	NA	1	1	NA	NA	6	1	NA	2	NA	NA	340	3	1	1	NA	NA	6	1	NA	2	NA	NA	340	3
	1999	12	11	18	3	36.4	NA	NA	"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ"	15.766	119.74	33	7.3	7	5	1	NA	NA	40	1	1.794	2	NA	NA	NA	NA	5	1	NA	NA	40	1	1.794	2	NA	NA	NA	NA
	1999	12	21	14	14	57.6	NA	NA	"INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA"	-6.845	105.555	56	6.5	NA	5	1	NA	NA	220	3	3.9	2	NA	NA	2800	4	5	1	NA	NA	220	3	3.9	2	NA	NA	2800	4
	1999	12	22	17	36	56.2	NA	NA	ALGERIA:  NORTHERN:  AIN TEMOUCHENT	35.321	-1.281	10	5.6	7	24	1	NA	NA	175	3	60.929	4	NA	3	NA	3	24	1	NA	NA	175	3	60.929	4	3000	4	NA	NA
	2000	1	3	22	34	12.6	NA	NA	INDIA-BANGLADESH BORDER:  MAHESHKHALI	22.132	92.771	33	4.6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	100	2
	2000	1	11	23	43	56.4	NA	NA	CHINA:  LIAONING PROVINCE	40.498	122.994	10	5.1	NA	NA	NA	NA	NA	30	1	NA	3	3600	4	8800	4	NA	NA	NA	NA	30	1	NA	3	3600	4	8800	4
	2000	1	14	23	37	7.8	NA	NA	CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	25.607	101.063	33	5.9	NA	5	1	NA	NA	2528	4	73.5	4	41000	4	NA	NA	7	1	NA	NA	2528	4	73.5	4	41000	4	NA	NA
	2000	2	2	22	58	1.5	NA	NA	"IRAN:  BARDASKAN, KASHMAR"	35.288	58.218	33	5.3	NA	1	1	NA	NA	15	1	NA	2	100	2	100	2	1	1	NA	NA	15	1	NA	2	100	2	300	3
	2000	2	7	19	34	57	NA	NA	SOUTH AFRICA; SWAZILAND:  MBABANE-MANZINI	-26.288	30.888	5	4.5	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA
	2000	3	28	11	0	22.5	NA	NA	JAPAN:  VOLCANO ISLANDS	22.338	143.73	127	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2000	4	5	4	36	58.8	2922	NA	GREECE:  CRETE	34.22	25.69	38	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2000	5	4	4	21	16.2	2338	NA	"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,"	-1.105	123.573	26	7.6	NA	46	1	NA	NA	264	3	30	4	10000	4	NA	NA	46	1	NA	NA	264	3	30	4	10000	4	NA	NA
	2000	5	7	23	10	54.1	NA	NA	"TURKEY:  DOGANYOL, PUTURGE"	38.164	38.777	5	4.1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	NA	200	3
	2000	5	17	3	25	48.7	NA	NA	TAIWAN:  TAI-CHUNG COUNTY	24.223	121.058	10	5.4	NA	3	1	NA	NA	13	1	NA	1	NA	NA	NA	NA	3	1	NA	NA	13	1	NA	1	NA	NA	NA	NA
	2000	6	4	16	28	26.1	NA	NA	"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO"	-4.721	102.087	33	7.9	6	103	3	NA	NA	2174	4	6	3	NA	NA	NA	NA	103	3	NA	NA	2174	4	6	3	NA	NA	NA	NA
	2000	6	6	2	41	49.8	NA	NA	"TURKEY:  CERKES, CUBUK, ORTA"	40.693	32.992	10	6	7	2	1	NA	NA	80	2	NA	3	NA	NA	NA	NA	2	1	NA	NA	80	2	NA	3	NA	NA	4600	4
	2000	6	7	21	46	55.9	NA	NA	CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR	26.856	97.238	33	6.3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	2000	6	7	23	45	26.6	NA	NA	INDONESIA:  SOUTHERN SUMATERA:  LAHAT	-4.612	101.905	33	6.7	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	600	3	1	1	NA	NA	NA	NA	NA	2	NA	NA	600	3
	2000	6	10	18	23	29.3	NA	NA	TAIWAN:  NAN-TOU	23.843	121.225	33	6.4	NA	2	1	NA	NA	36	1	NA	1	NA	NA	NA	NA	2	1	NA	NA	36	1	NA	1	NA	NA	NA	NA
	2000	6	17	15	40	41.7	NA	NA	"ICELAND:  VESTMANNAEYJAR, HELLA"	63.966	-20.487	10	6.5	NA	NA	NA	NA	NA	1	1	20	3	11	1	11	1	NA	NA	NA	NA	1	1	20	3	11	1	19	1
	2000	6	18	14	44	13.3	2341	NA	"AUSTRALIA:  S, COCOS ISLANDS"	-13.802	97.453	10	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	2000	6	21	0	51	46.8	NA	NA	"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI"	63.98	-20.758	10	6.5	NA	NA	NA	NA	NA	NA	NA	12	3	12	1	12	1	NA	NA	NA	NA	NA	NA	12	3	12	1	NA	NA
	2000	7	1	7	1	55.5	2340	5104	JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA	34.221	139.131	10	6.1	NA	1	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA
	2000	7	6	19	30	20.3	NA	NA	NICARAGUA:  MASAYA	11.884	-85.988	33	5.4	NA	7	1	NA	NA	42	1	NA	3	357	3	1130	4	7	1	NA	NA	42	1	NA	3	357	3	1130	4
	2000	7	12	1	10	42.6	NA	NA	"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT"	-6.675	106.845	33	5.4	NA	NA	NA	NA	NA	6	1	NA	2	NA	NA	225	3	NA	NA	NA	NA	6	1	NA	2	NA	NA	225	3
	2000	7	15	1	30	30.5	3508	NA	JAPAN:  NEAR S COAST HONSHU:  NII-JIMA	34.319	139.26	10	6.1	NA	NA	NA	NA	NA	10	1	NA	1	NA	NA	20	1	NA	NA	NA	NA	10	1	NA	1	NA	NA	20	1
	2000	7	16	3	21	45.5	NA	NA	"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS"	20.253	122.043	33	6.4	NA	NA	NA	NA	NA	6	1	NA	2	NA	NA	NA	3	NA	NA	NA	NA	6	1	NA	2	NA	NA	NA	3
	2000	7	30	12	25	45.5	3509	NA	JAPAN:  HONSHU:  S	33.901	139.376	10	6.5	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA
	2000	8	4	21	13	2.7	NA	NA	"RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV"	48.786	142.246	10	6.8	6	NA	NA	NA	NA	8	1	0.92	1	NA	NA	1390	4	NA	NA	NA	NA	8	1	0.92	1	NA	NA	1390	4
